LSTGauge,n_bases
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,3
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,3
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,3
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3+su3,3
e7+e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,3
e6+e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3+su3,3
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,3
e7+e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+sp1+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,3
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2,3
e6+e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,3
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,3
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,3
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,3
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,3
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,3
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,3
e7+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2,3
e7+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,3
e7+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,3
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,3
e6+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3+su3,3
e6+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,3
e6+e7+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3+su3,3
e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,3
e6+e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,3
e7+e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2,3
e8+e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,3
e8+e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,3
e8+e8+e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,3
e8+e8+e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,3
e7+e8+e8+e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,3
g2+so7+so8+so8+so8+so8+so8+so8+su2+su2+su2,2
g2+so7+so8+so8+so8+so8+so8+so8+sp1+su2+su2,2
g2+g2+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+su2+su2,2
e6+e6+e6+e6+e6+f4+so8+su3+su3+su3+su3+su3+su3,2
g2+g2+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+su2+su2,2
e6+e6+e6+e6+e6+e6+g2+su2+su3+su3+su3+su3+su3+su3+su3,2
e6+e6+e6+e6+e6+e6+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
e6+e6+e6+e6+e6+e6+g2+so8+su2+su3+su3+su3+su3+su3+su3,2
g2+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+sp1+su3,2
e6+e6+e6+e6+e6+e6+f4+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
e6+e6+e6+e6+e6+e6+e6+g2+su2+su3+su3+su3+su3+su3+su3,2
e6+e6+e6+e6+e6+e6+f4+so8+su3+su3+su3+su3+su3+su3+su3+su3,2
e6+e6+e6+e6+e6+e6+e6+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
e6+e6+e6+e6+e6+e6+f4+f4+su3+su3+su3+su3+su3+su3+su3+su3,2
g2+g2+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+sp1+su2,2
e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2+su2,2
e6+e6+e6+e6+e6+e6+f4+f4+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
g2+g2+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+sp1+sp1,2
e6+e6+e6+e6+e6+e6+e6+e6+su3+su3+su3+su3+su3+su3+su3+su3,2
e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e7+e7+e7+e7+e7+g2+g2+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e6+e6+e6+e6+e6+e6+e6+f4+g2+su2+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
e6+e6+e6+e6+e6+e6+e6+f4+g2+so8+su2+su3+su3+su3+su3+su3+su3+su3+su3,2
e6+e6+e6+e6+e6+e6+e6+e6+so7+su2+su2+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e7+e7+e7+e7+e7+f4+g2+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e6+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e6+e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e7+e7+e7+e7+e7+e7+g2+g2+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e7+e7+e7+e7+e7+e7+g2+g2+so7+so7+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e6+e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e6+e6+e6+e6+e6+e6+e6+e6+f4+f4+g2+g2+su2+su2+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
e6+e6+e6+e6+e6+e6+e6+e6+e6+e6+so7+su2+su2+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
e6+e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e7+e7+e7+e7+e7+e7+e7+g2+g2+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3+su3,2
e6+e7+e7+e7+e7+e7+e7+f4+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e6+e6+e6+e6+e6+e6+e6+e6+e6+e6+so7+so7+su2+su2+su2+su2+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
e7+e7+e7+e7+e7+e7+e7+g2+g2+so7+so7+so7+so7+so7+so7+sp1+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e6+e6+e7+e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3+su3,2
e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e6+e7+e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e6+e6+e6+e6+e6+e6+e6+e6+e6+e6+f4+g2+sp1+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e6+e6+e6+e6+e6+e6+e6+e6+e6+e6+f4+f4+g2+sp1+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
e7+e7+e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e6+e6+e6+e6+e6+e6+e6+e6+e6+e6+e6+f4+g2+sp1+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
e6+e6+e7+e7+e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3+su3,2
e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e6+e6+e6+e6+e6+e6+e6+e6+e6+e6+e6+f4+f4+g2+g2+sp1+su2+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e6+e6+e6+e6+e6+e6+e6+e6+e6+e6+e6+f4+f4+g2+g2+sp1+sp1+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
e6+e6+e6+e6+e6+e6+e6+e6+e6+e6+e6+e6+f4+g2+so7+sp1+su2+su2+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3,2
e7+e7+e7+e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e7+e7+e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su3,2
e6+e7+e7+e7+e7+e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,2
e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e6+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,2
e8+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,2
e8+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,2
e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,2
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,2
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,2
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,2
e7+e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,2
e7+e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+sp1+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,2
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3+su3,2
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,2
e7+e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3+su3,2
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,2
e6+e7+e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,2
e6+e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,2
e7+e7+e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,2
e6+e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su3,2
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,2
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,2
e7+e7+e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e7+e7+e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+so7+sp1+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,2
e6+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,2
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,2
e6+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,2
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,2
e6+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,2
e6+e6+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3+su3+su3,2
